"dr","Region_Id","Location_Id","Group_Location_Id","Item_Id_Unique","Meter_Type_Id","Use_Id","Occurred_On","FY","FY_MonthEnding","Confidence","Amount","Statistics_Data_Type_Id","Days_Included","Currency_Id","Normalized","Conversion_Id","Target","Budget","Target_CO2e","Target_GJ"
"29","17000001","17069959","17083278","-17896349","7675","1","5/1/2024 12:00:00 AM","23-24","","100","880740.6593","1","31","51","","14","","","",""
"29","17000001","17069959","17083278","-17896349","7675","1","6/1/2024 12:00:00 AM","23-24","","100","852329.6703","1","30","51","","14","","","",""
"10","17000001","17069956","17083275","-17896446","129","1","4/1/2024 12:00:00 AM","23-24","","100","67582.4176","1","30","51","","14","","","",""
"10","17000001","17069956","17083275","-17896446","129","1","5/1/2024 12:00:00 AM","23-24","","100","69835.1648","1","31","51","","14","","","",""
"10","17000001","17069956","17083275","-17896446","129","1","6/1/2024 12:00:00 AM","23-24","","100","67582.4176","1","30","51","","14","","","",""
"4","17000001","17069956","17083275","-17896439","913","1","4/1/2024 12:00:00 AM","23-24","","100","13846.1538","1","30","51","","14","","","",""
"4","17000001","17069956","17083275","-17896439","913","1","5/1/2024 12:00:00 AM","23-24","","100","14307.6923","1","31","51","","14","","","",""
"4","17000001","17069956","17083275","-17896439","913","1","6/1/2024 12:00:00 AM","23-24","","100","13846.1538","1","30","51","","14","","","",""
"3","17000001","17069956","17083275","-17896436","92","1","4/1/2024 12:00:00 AM","23-24","","100","5538.4615","1","30","51","","14","","","",""
"3","17000001","17069956","17083275","-17896436","92","1","5/1/2024 12:00:00 AM","23-24","","100","5723.0769","1","31","51","","14","","","",""
"3","17000001","17069956","17083275","-17896436","92","1","6/1/2024 12:00:00 AM","23-24","","100","5538.4615","1","30","51","","14","","","",""
"7","17000001","17069956","17083275","-17896442","102","1","4/1/2024 12:00:00 AM","23-24","","100","32967.0330","1","30","51","","14","","","",""
"7","17000001","17069956","17083275","-17896442","102","1","5/1/2024 12:00:00 AM","23-24","","100","34065.9341","1","31","51","","14","","","",""
"7","17000001","17069956","17083275","-17896442","102","1","6/1/2024 12:00:00 AM","23-24","","100","32967.0330","1","30","51","","14","","","",""
"66","17000000","17069965","17083284","-17896448","129","1","4/1/2024 12:00:00 AM","23-24","","100","59425.1825","1","30","51","","14","","","",""
"66","17000000","17069965","17083284","-17896448","129","1","5/1/2024 12:00:00 AM","23-24","","100","61406.0219","1","31","51","","14","","","",""
"66","17000000","17069965","17083284","-17896448","129","1","6/1/2024 12:00:00 AM","23-24","","100","59425.1825","1","30","51","","14","","","",""
"64","65250","17069964","17083283","-17896449","129","1","4/1/2024 12:00:00 AM","23-24","","100","70385.8029","1","30","51","","14","","","",""
"64","65250","17069964","17083283","-17896449","129","1","5/1/2024 12:00:00 AM","23-24","","100","72731.9964","1","31","51","","14","","","",""
"64","65250","17069964","17083283","-17896449","129","1","6/1/2024 12:00:00 AM","23-24","","100","70385.8029","1","30","51","","14","","","",""
"41","28550","17069960","17083279","-17896362","102","1","4/1/2024 12:00:00 AM","23-24","","100","32967.0330","1","30","51","","14","","","",""
"41","28550","17069960","17083279","-17896362","102","1","5/1/2024 12:00:00 AM","23-24","","100","34065.9341","1","31","51","","14","","","",""
"41","28550","17069960","17083279","-17896362","102","1","6/1/2024 12:00:00 AM","23-24","","100","32967.0330","1","30","51","","14","","","",""
"36","28550","17069960","17083279","-17896350","7675","1","4/1/2024 12:00:00 AM","23-24","","100","824835.1648","1","30","51","","14","","","",""
"36","28550","17069960","17083279","-17896350","7675","1","5/1/2024 12:00:00 AM","23-24","","100","852329.6703","1","31","51","","14","","","",""
"36","28550","17069960","17083279","-17896350","7675","1","6/1/2024 12:00:00 AM","23-24","","100","824835.1648","1","30","51","","14","","","",""
"39","28550","17069960","17083279","-17896354","92","1","4/1/2024 12:00:00 AM","23-24","","100","26901.0989","1","30","51","","14","","","",""
"39","28550","17069960","17083279","-17896354","92","1","5/1/2024 12:00:00 AM","23-24","","100","27797.8022","1","31","51","","14","","","",""
"39","28550","17069960","17083279","-17896354","92","1","6/1/2024 12:00:00 AM","23-24","","100","26901.0989","1","30","51","","14","","","",""
"39","28550","17069960","17083279","-17896354","92","1","1/1/2024 12:00:00 AM","23-24","","100","27252.7473","1","31","51","","15","","","",""
"39","28550","17069960","17083279","-17896354","92","1","2/1/2024 12:00:00 AM","23-24","","100","25494.5055","1","29","51","","15","","","",""
"39","28550","17069960","17083279","-17896354","92","1","3/1/2024 12:00:00 AM","23-24","","100","27252.7473","1","31","51","","15","","","",""
"36","28550","17069960","17083279","-17896350","7675","1","1/1/2024 12:00:00 AM","23-24","","100","899681.3187","1","31","51","","15","","","",""
"36","28550","17069960","17083279","-17896350","7675","1","2/1/2024 12:00:00 AM","23-24","","100","841637.3626","1","29","51","","15","","","",""
"36","28550","17069960","17083279","-17896350","7675","1","3/1/2024 12:00:00 AM","23-24","","100","899681.3187","1","31","51","","15","","","",""
"41","28550","17069960","17083279","-17896362","102","1","1/1/2024 12:00:00 AM","23-24","","100","30659.3407","1","31","51","","15","","","",""
"41","28550","17069960","17083279","-17896362","102","1","2/1/2024 12:00:00 AM","23-24","","100","28681.3187","1","29","51","","15","","","",""
"41","28550","17069960","17083279","-17896362","102","1","3/1/2024 12:00:00 AM","23-24","","100","30659.3407","1","31","51","","15","","","",""
"64","65250","17069964","17083283","-17896449","129","1","1/1/2024 12:00:00 AM","23-24","","100","72731.9964","1","31","51","","15","","","",""
"64","65250","17069964","17083283","-17896449","129","1","2/1/2024 12:00:00 AM","23-24","","100","68039.6095","1","29","51","","15","","","",""
"64","65250","17069964","17083283","-17896449","129","1","3/1/2024 12:00:00 AM","23-24","","100","72731.9964","1","31","51","","15","","","",""
"66","17000000","17069965","17083284","-17896448","129","1","1/1/2024 12:00:00 AM","23-24","","100","61406.0219","1","31","51","","15","","","",""
"66","17000000","17069965","17083284","-17896448","129","1","2/1/2024 12:00:00 AM","23-24","","100","57444.3431","1","29","51","","15","","","",""
"66","17000000","17069965","17083284","-17896448","129","1","3/1/2024 12:00:00 AM","23-24","","100","61406.0219","1","31","51","","15","","","",""
"7","17000001","17069956","17083275","-17896442","102","1","1/1/2024 12:00:00 AM","23-24","","100","30659.3407","1","31","51","","15","","","",""
"7","17000001","17069956","17083275","-17896442","102","1","2/1/2024 12:00:00 AM","23-24","","100","28681.3187","1","29","51","","15","","","",""
"7","17000001","17069956","17083275","-17896442","102","1","3/1/2024 12:00:00 AM","23-24","","100","30659.3407","1","31","51","","15","","","",""
"3","17000001","17069956","17083275","-17896436","92","1","1/1/2024 12:00:00 AM","23-24","","100","6813.1868","1","31","51","","15","","","",""
"3","17000001","17069956","17083275","-17896436","92","1","2/1/2024 12:00:00 AM","23-24","","100","6373.6264","1","29","51","","15","","","",""
"3","17000001","17069956","17083275","-17896436","92","1","3/1/2024 12:00:00 AM","23-24","","100","6813.1868","1","31","51","","15","","","",""
"4","17000001","17069956","17083275","-17896439","913","1","1/1/2024 12:00:00 AM","23-24","","100","12945.0549","1","31","51","","15","","","",""
"4","17000001","17069956","17083275","-17896439","913","1","2/1/2024 12:00:00 AM","23-24","","100","12109.8901","1","29","51","","15","","","",""
"4","17000001","17069956","17083275","-17896439","913","1","3/1/2024 12:00:00 AM","23-24","","100","12945.0549","1","31","51","","15","","","",""
"10","17000001","17069956","17083275","-17896446","129","1","1/1/2024 12:00:00 AM","23-24","","100","64725.2747","1","31","51","","15","","","",""
"10","17000001","17069956","17083275","-17896446","129","1","2/1/2024 12:00:00 AM","23-24","","100","60549.4505","1","29","51","","15","","","",""
"10","17000001","17069956","17083275","-17896446","129","1","3/1/2024 12:00:00 AM","23-24","","100","64725.2747","1","31","51","","15","","","",""
"65","17000000","17069965","17083284","-17896448","68","1","6/1/2024 12:00:00 AM","23-24","","100","711.6788","1","30","51","","62","","","",""
"65","17000000","17069965","17083284","-17896448","68","1","7/1/2024 12:00:00 AM","23-24","","100","735.4015","1","31","51","","62","","","",""
"65","17000000","17069965","17083284","-17896448","68","1","8/1/2024 12:00:00 AM","23-24","","100","735.4015","1","31","51","","62","","","",""
"65","17000000","17069965","17083284","-17896448","68","1","9/1/2024 12:00:00 AM","23-24","","100","711.6788","1","30","51","","62","","","",""
"9","17000001","17069956","17083275","-17896446","68","1","1/1/2022 12:00:00 AM","21-22","","100","688.8889","1","31","51","","63","","","",""
"9","17000001","17069956","17083275","-17896446","68","1","2/1/2022 12:00:00 AM","21-22","","100","622.2222","1","28","51","","63","","","",""
"9","17000001","17069956","17083275","-17896446","68","1","3/1/2022 12:00:00 AM","21-22","","100","688.8889","1","31","51","","63","","","",""
"9","17000001","17069956","17083275","-17896446","68","1","4/1/2022 12:00:00 AM","21-22","","100","692.3077","1","30","51","","63","","","",""
"9","17000001","17069956","17083275","-17896446","68","1","5/1/2022 12:00:00 AM","21-22","","100","715.3846","1","31","51","","63","","","",""
"9","17000001","17069956","17083275","-17896446","68","1","6/1/2022 12:00:00 AM","21-22","","100","692.3077","1","30","51","","63","","","",""
"9","17000001","17069956","17083275","-17896446","68","1","7/1/2022 12:00:00 AM","21-22","","100","1010.8696","1","31","51","","63","","","",""
"9","17000001","17069956","17083275","-17896446","68","1","8/1/2022 12:00:00 AM","21-22","","100","1010.8696","1","31","51","","63","","","",""
"9","17000001","17069956","17083275","-17896446","68","1","9/1/2022 12:00:00 AM","21-22","","100","978.2609","1","30","51","","63","","","",""
"9","17000001","17069956","17083275","-17896446","68","1","10/1/2022 12:00:00 AM","21-22","","100","741.3043","1","31","51","","63","","","",""
"9","17000001","17069956","17083275","-17896446","68","1","11/1/2022 12:00:00 AM","21-22","","100","717.3913","1","30","51","","63","","","",""
"9","17000001","17069956","17083275","-17896446","68","1","12/1/2022 12:00:00 AM","21-22","","100","741.3043","1","31","51","","63","","","",""
"17","1068","17069957","17083276","-17896445","68","1","1/1/2022 12:00:00 AM","21-22","","100","1377.7778","1","31","113","","63","","","",""
"17","1068","17069957","17083276","-17896445","68","1","2/1/2022 12:00:00 AM","21-22","","100","1244.4444","1","28","113","","63","","","",""
"17","1068","17069957","17083276","-17896445","68","1","3/1/2022 12:00:00 AM","21-22","","100","1377.7778","1","31","113","","63","","","",""
"17","1068","17069957","17083276","-17896445","68","1","4/1/2022 12:00:00 AM","21-22","","100","1021.9780","1","30","113","","63","","","",""
"17","1068","17069957","17083276","-17896445","68","1","5/1/2022 12:00:00 AM","21-22","","100","1056.0440","1","31","113","","63","","","",""
"17","1068","17069957","17083276","-17896445","68","1","6/1/2022 12:00:00 AM","21-22","","100","1021.9780","1","30","113","","63","","","",""
"17","1068","17069957","17083276","-17896445","68","1","7/1/2022 12:00:00 AM","21-22","","100","842.3913","1","31","113","","63","","","",""
"17","1068","17069957","17083276","-17896445","68","1","8/1/2022 12:00:00 AM","21-22","","100","842.3913","1","31","113","","63","","","",""
"17","1068","17069957","17083276","-17896445","68","1","9/1/2022 12:00:00 AM","21-22","","100","815.2174","1","30","113","","63","","","",""
"17","1068","17069957","17083276","-17896445","68","1","10/1/2022 12:00:00 AM","21-22","","100","1078.2609","1","31","113","","63","","","",""
"17","1068","17069957","17083276","-17896445","68","1","11/1/2022 12:00:00 AM","21-22","","100","1043.4783","1","30","113","","63","","","",""
"17","1068","17069957","17083276","-17896445","68","1","12/1/2022 12:00:00 AM","21-22","","100","1078.2609","1","31","113","","63","","","",""
"26","145786","17069958","17083277","-17896447","68","1","1/1/2023 12:00:00 AM","22-23","","100","1687.7778","1","31","114","","64","","","",""
"26","145786","17069958","17083277","-17896447","68","1","2/1/2023 12:00:00 AM","22-23","","100","1524.4444","1","28","114","","64","","","",""
"26","145786","17069958","17083277","-17896447","68","1","3/1/2023 12:00:00 AM","22-23","","100","1687.7778","1","31","114","","64","","","",""
"26","145786","17069958","17083277","-17896447","68","1","4/1/2023 12:00:00 AM","22-23","","100","1384.6154","1","30","114","","64","","","",""
"26","145786","17069958","17083277","-17896447","68","1","5/1/2023 12:00:00 AM","22-23","","100","1430.7692","1","31","114","","64","","","",""
"26","145786","17069958","17083277","-17896447","68","1","6/1/2023 12:00:00 AM","22-23","","100","1384.6154","1","30","114","","64","","","",""
"26","145786","17069958","17083277","-17896447","68","1","7/1/2023 12:00:00 AM","22-23","","100","1448.9130","1","31","114","","64","","","",""
"26","145786","17069958","17083277","-17896447","68","1","8/1/2023 12:00:00 AM","22-23","","100","1448.9130","1","31","114","","64","","","",""
"26","145786","17069958","17083277","-17896447","68","1","9/1/2023 12:00:00 AM","22-23","","100","1402.1739","1","30","114","","64","","","",""
"26","145786","17069958","17083277","-17896447","68","1","11/1/2023 12:00:00 AM","22-23","","100","1229.5082","1","30","114","","64","","","",""
"26","145786","17069958","17083277","-17896447","68","1","12/1/2023 12:00:00 AM","22-23","","100","1270.4918","1","31","114","","64","","","",""
"26","145786","17069958","17083277","-17896447","68","1","1/1/2022 12:00:00 AM","21-22","","100","1722.2222","1","31","114","","65","","","",""
"26","145786","17069958","17083277","-17896447","68","1","2/1/2022 12:00:00 AM","21-22","","100","1555.5556","1","28","114","","65","","","",""
"26","145786","17069958","17083277","-17896447","68","1","3/1/2022 12:00:00 AM","21-22","","100","1722.2222","1","31","114","","65","","","",""
"26","145786","17069958","17083277","-17896447","68","1","4/1/2022 12:00:00 AM","21-22","","100","1516.4835","1","30","114","","65","","","",""
"26","145786","17069958","17083277","-17896447","68","1","5/1/2022 12:00:00 AM","21-22","","100","1567.0330","1","31","114","","65","","","",""
"26","145786","17069958","17083277","-17896447","68","1","6/1/2022 12:00:00 AM","21-22","","100","1516.4835","1","30","114","","65","","","",""
"26","145786","17069958","17083277","-17896447","68","1","7/1/2022 12:00:00 AM","21-22","","100","1516.3043","1","31","114","","65","","","",""
"26","145786","17069958","17083277","-17896447","68","1","8/1/2022 12:00:00 AM","21-22","","100","1516.3043","1","31","114","","65","","","",""
"26","145786","17069958","17083277","-17896447","68","1","9/1/2022 12:00:00 AM","21-22","","100","1467.3913","1","30","114","","65","","","",""
"26","145786","17069958","17083277","-17896447","68","1","10/1/2022 12:00:00 AM","21-22","","100","1752.1739","1","31","114","","65","","","",""
"26","145786","17069958","17083277","-17896447","68","1","11/1/2022 12:00:00 AM","21-22","","100","1695.6522","1","30","114","","65","","","",""
"26","145786","17069958","17083277","-17896447","68","1","12/1/2022 12:00:00 AM","21-22","","100","1752.1739","1","31","114","","65","","","",""
"26","145786","17069958","17083277","-17896447","68","1","1/1/2024 12:00:00 AM","23-24","","100","1192.3077","1","31","114","","66","","","",""
"26","145786","17069958","17083277","-17896447","68","1","2/1/2024 12:00:00 AM","23-24","","100","1115.3846","1","29","114","","66","","","",""
"26","145786","17069958","17083277","-17896447","68","1","3/1/2024 12:00:00 AM","23-24","","100","1192.3077","1","31","114","","66","","","",""
"26","145786","17069958","17083277","-17896447","68","1","4/1/2024 12:00:00 AM","23-24","","100","1285.7143","1","30","114","","66","","","",""
"26","145786","17069958","17083277","-17896447","68","1","5/1/2024 12:00:00 AM","23-24","","100","1328.5714","1","31","114","","66","","","",""
"26","145786","17069958","17083277","-17896447","68","1","6/1/2024 12:00:00 AM","23-24","","100","1285.7143","1","30","114","","66","","","",""
"26","145786","17069958","17083277","-17896447","68","1","7/1/2024 12:00:00 AM","23-24","","100","1347.8261","1","31","114","","66","","","",""
"26","145786","17069958","17083277","-17896447","68","1","8/1/2024 12:00:00 AM","23-24","","100","1347.8261","1","31","114","","66","","","",""
"26","145786","17069958","17083277","-17896447","68","1","9/1/2024 12:00:00 AM","23-24","","100","1304.3478","1","30","114","","66","","","",""
"26","145786","17069958","17083277","-17896447","68","1","11/1/2024 12:00:00 AM","23-24","","","0.0000","1","30","114","","66","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","1/1/2022 12:00:00 AM","21-22","","100","1033.3333","1","31","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","2/1/2022 12:00:00 AM","21-22","","100","933.3333","1","28","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","3/1/2022 12:00:00 AM","21-22","","100","1033.3333","1","31","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","4/1/2022 12:00:00 AM","21-22","","100","1087.9121","1","30","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","5/1/2022 12:00:00 AM","21-22","","100","1124.1758","1","31","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","6/1/2022 12:00:00 AM","21-22","","100","1087.9121","1","30","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","7/1/2022 12:00:00 AM","21-22","","100","1213.0435","1","31","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","8/1/2022 12:00:00 AM","21-22","","100","1213.0435","1","31","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","9/1/2022 12:00:00 AM","21-22","","100","1173.9130","1","30","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","10/1/2022 12:00:00 AM","21-22","","100","1347.8261","1","31","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","11/1/2022 12:00:00 AM","21-22","","100","1304.3478","1","30","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","12/1/2022 12:00:00 AM","21-22","","100","1347.8261","1","31","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","1/1/2023 12:00:00 AM","22-23","","100","1550.0000","1","31","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","2/1/2023 12:00:00 AM","22-23","","100","1400.0000","1","28","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","3/1/2023 12:00:00 AM","22-23","","100","1550.0000","1","31","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","4/1/2023 12:00:00 AM","22-23","","100","1483.5165","1","30","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","5/1/2023 12:00:00 AM","22-23","","100","1532.9670","1","31","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","6/1/2023 12:00:00 AM","22-23","","100","1483.5165","1","30","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","7/1/2023 12:00:00 AM","22-23","","100","1415.2174","1","31","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","8/1/2023 12:00:00 AM","22-23","","100","1415.2174","1","31","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","9/1/2023 12:00:00 AM","22-23","","100","1369.5652","1","30","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","10/1/2023 12:00:00 AM","22-23","","100","1347.8261","1","31","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","11/1/2023 12:00:00 AM","22-23","","100","1304.3478","1","30","114","","67","","","",""
"45","94394","17069961","17083280","-17896357","9078","1","12/1/2023 12:00:00 AM","22-23","","100","1347.8261","1","31","114","","67","","","",""
"52","94339","17069962","17083281","-17896358","99","1","1/1/2024 12:00:00 AM","23-24","","100","1515.9341","1","31","114","","68","","","",""
"52","94339","17069962","17083281","-17896358","99","1","2/1/2024 12:00:00 AM","23-24","","100","1418.1319","1","29","114","","68","","","",""
"52","94339","17069962","17083281","-17896358","99","1","3/1/2024 12:00:00 AM","23-24","","100","1515.9341","1","31","114","","68","","","",""
"52","94339","17069962","17083281","-17896358","99","1","4/1/2024 12:00:00 AM","23-24","","100","1483.5165","1","30","114","","68","","","",""
"52","94339","17069962","17083281","-17896358","99","1","5/1/2024 12:00:00 AM","23-24","","100","1532.9670","1","31","114","","68","","","",""
"52","94339","17069962","17083281","-17896358","99","1","6/1/2024 12:00:00 AM","23-24","","100","1483.5165","1","30","114","","68","","","",""
"52","94339","17069962","17083281","-17896358","99","1","7/1/2024 12:00:00 AM","23-24","","100","1465.7609","1","31","114","","68","","","",""
"52","94339","17069962","17083281","-17896358","99","1","8/1/2024 12:00:00 AM","23-24","","100","1465.7609","1","31","114","","68","","","",""
"52","94339","17069962","17083281","-17896358","99","1","9/1/2024 12:00:00 AM","23-24","","100","1418.4783","1","30","114","","68","","","",""
"52","94339","17069962","17083281","-17896358","99","1","10/1/2024 12:00:00 AM","23-24","","92","1377.0913","3","31","114","","68","","","",""
"52","94339","17069962","17083281","-17896358","99","1","1/1/2022 12:00:00 AM","21-22","","100","1102.2222","1","31","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","2/1/2022 12:00:00 AM","21-22","","100","995.5556","1","28","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","3/1/2022 12:00:00 AM","21-22","","100","1102.2222","1","31","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","4/1/2022 12:00:00 AM","21-22","","100","1087.9121","1","30","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","5/1/2022 12:00:00 AM","21-22","","100","1124.1758","1","31","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","6/1/2022 12:00:00 AM","21-22","","100","1087.9121","1","30","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","7/1/2022 12:00:00 AM","21-22","","100","1179.3478","1","31","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","8/1/2022 12:00:00 AM","21-22","","100","1179.3478","1","31","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","9/1/2022 12:00:00 AM","21-22","","100","1141.3043","1","30","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","10/1/2022 12:00:00 AM","21-22","","100","1314.1304","1","31","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","11/1/2022 12:00:00 AM","21-22","","100","1271.7391","1","30","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","12/1/2022 12:00:00 AM","21-22","","100","1314.1304","1","31","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","1/1/2023 12:00:00 AM","22-23","","100","1446.6667","1","31","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","2/1/2023 12:00:00 AM","22-23","","100","1306.6667","1","28","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","3/1/2023 12:00:00 AM","22-23","","100","1446.6667","1","31","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","4/1/2023 12:00:00 AM","22-23","","100","1483.5165","1","30","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","5/1/2023 12:00:00 AM","22-23","","100","1532.9670","1","31","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","6/1/2023 12:00:00 AM","22-23","","100","1483.5165","1","30","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","7/1/2023 12:00:00 AM","22-23","","100","1482.6087","1","31","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","8/1/2023 12:00:00 AM","22-23","","100","1482.6087","1","31","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","9/1/2023 12:00:00 AM","22-23","","100","1434.7826","1","30","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","10/1/2023 12:00:00 AM","22-23","","100","1448.9130","1","31","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","11/1/2023 12:00:00 AM","22-23","","100","1402.1739","1","30","114","","69","","","",""
"52","94339","17069962","17083281","-17896358","99","1","12/1/2023 12:00:00 AM","22-23","","100","1448.9130","1","31","114","","69","","","",""
"23","145786","17069958","17083277","-17896440","914","1","1/1/2022 12:00:00 AM","21-22","","100","757.7778","1","31","114","","70","","","",""
"23","145786","17069958","17083277","-17896440","914","1","2/1/2022 12:00:00 AM","21-22","","100","684.4444","1","28","114","","70","","","",""
"23","145786","17069958","17083277","-17896440","914","1","3/1/2022 12:00:00 AM","21-22","","100","757.7778","1","31","114","","70","","","",""
"23","145786","17069958","17083277","-17896440","914","1","4/1/2022 12:00:00 AM","21-22","","100","695.6044","1","30","114","","70","","","",""
"23","145786","17069958","17083277","-17896440","914","1","5/1/2022 12:00:00 AM","21-22","","100","718.7912","1","31","114","","70","","","",""
"23","145786","17069958","17083277","-17896440","914","1","6/1/2022 12:00:00 AM","21-22","","100","695.6044","1","30","114","","70","","","",""
"23","145786","17069958","17083277","-17896440","914","1","7/1/2022 12:00:00 AM","21-22","","100","640.2174","1","31","114","","70","","","",""
"23","145786","17069958","17083277","-17896440","914","1","8/1/2022 12:00:00 AM","21-22","","100","640.2174","1","31","114","","70","","","",""
"23","145786","17069958","17083277","-17896440","914","1","9/1/2022 12:00:00 AM","21-22","","100","619.5652","1","30","114","","70","","","",""
"23","145786","17069958","17083277","-17896440","914","1","10/1/2022 12:00:00 AM","21-22","","100","741.3043","1","31","114","","70","","","",""
"23","145786","17069958","17083277","-17896440","914","1","11/1/2022 12:00:00 AM","21-22","","100","717.3913","1","30","114","","70","","","",""
"23","145786","17069958","17083277","-17896440","914","1","12/1/2022 12:00:00 AM","21-22","","100","741.3043","1","31","114","","70","","","",""
"23","145786","17069958","17083277","-17896440","914","1","1/1/2023 12:00:00 AM","22-23","","100","688.8889","1","31","114","","71","","","",""
"23","145786","17069958","17083277","-17896440","914","1","2/1/2023 12:00:00 AM","22-23","","100","622.2222","1","28","114","","71","","","",""
"23","145786","17069958","17083277","-17896440","914","1","3/1/2023 12:00:00 AM","22-23","","100","688.8889","1","31","114","","71","","","",""
"23","145786","17069958","17083277","-17896440","914","1","4/1/2023 12:00:00 AM","22-23","","100","593.4066","1","30","114","","71","","","",""
"23","145786","17069958","17083277","-17896440","914","1","5/1/2023 12:00:00 AM","22-23","","100","613.1868","1","31","114","","71","","","",""
"23","145786","17069958","17083277","-17896440","914","1","6/1/2023 12:00:00 AM","22-23","","100","593.4066","1","30","114","","71","","","",""
"23","145786","17069958","17083277","-17896440","914","1","7/1/2023 12:00:00 AM","22-23","","100","640.2174","1","31","114","","71","","","",""
"23","145786","17069958","17083277","-17896440","914","1","8/1/2023 12:00:00 AM","22-23","","100","640.2174","1","31","114","","71","","","",""
"23","145786","17069958","17083277","-17896440","914","1","9/1/2023 12:00:00 AM","22-23","","100","619.5652","1","30","114","","71","","","",""
"23","145786","17069958","17083277","-17896440","914","1","10/1/2023 12:00:00 AM","22-23","","92","667.9074","3","31","114","","71","","","",""
"23","145786","17069958","17083277","-17896440","914","1","11/1/2023 12:00:00 AM","22-23","","100","737.7049","1","30","114","","71","","","",""
"23","145786","17069958","17083277","-17896440","914","1","12/1/2023 12:00:00 AM","22-23","","100","762.2951","1","31","114","","71","","","",""
"23","145786","17069958","17083277","-17896440","914","1","1/1/2024 12:00:00 AM","23-24","","100","681.3187","1","31","114","","72","","","",""
"23","145786","17069958","17083277","-17896440","914","1","2/1/2024 12:00:00 AM","23-24","","100","637.3626","1","29","114","","72","","","",""
"23","145786","17069958","17083277","-17896440","914","1","3/1/2024 12:00:00 AM","23-24","","100","681.3187","1","31","114","","72","","","",""
"23","145786","17069958","17083277","-17896440","914","1","4/1/2024 12:00:00 AM","23-24","","100","692.3077","1","30","114","","72","","","",""
"23","145786","17069958","17083277","-17896440","914","1","5/1/2024 12:00:00 AM","23-24","","100","715.3846","1","31","114","","72","","","",""
"23","145786","17069958","17083277","-17896440","914","1","6/1/2024 12:00:00 AM","23-24","","100","692.3077","1","30","114","","72","","","",""
"23","145786","17069958","17083277","-17896440","914","1","7/1/2024 12:00:00 AM","23-24","","100","640.2174","1","31","114","","72","","","",""
"23","145786","17069958","17083277","-17896440","914","1","8/1/2024 12:00:00 AM","23-24","","100","640.2174","1","31","114","","72","","","",""
"23","145786","17069958","17083277","-17896440","914","1","9/1/2024 12:00:00 AM","23-24","","100","619.5652","1","30","114","","72","","","",""
"23","145786","17069958","17083277","-17896440","914","1","10/1/2024 12:00:00 AM","23-24","","92","667.9074","3","31","114","","72","","","",""
